b'Day;Time;Crossroad;Sensor;Interval;Load;Count\r
10.06.2019;02:59;A112;1;1;0;0\r
10.06.2019;02:59;A112;2;1;0;0\r
10.06.2019;02:59;A112;3;1;0;0\r
10.06.2019;02:59;A112;4;1;0;0\r
10.06.2019;02:59;A112;5;1;0;0\r
10.06.2019;02:59;A112;6;1;0;0\r
10.06.2019;02:59;A112;7;1;0;0\r
10.06.2019;02:59;A112;8;1;0;0\r
10.06.2019;02:59;A112;9;1;0;0\r
10.06.2019;02:59;A112;10;1;0;0\r
10.06.2019;02:59;A113;1;1;0;0\r
10.06.2019;02:59;A113;2;1;0;0\r
10.06.2019;02:59;A113;3;1;0;0\r
10.06.2019;02:59;A113;4;1;0;0\r
10.06.2019;02:59;A113;25;1;0;0\r
10.06.2019;02:59;A113;26;1;0;0\r
10.06.2019;02:59;A113;27;1;0;0\r
10.06.2019;02:59;A113;28;1;0;0\r
10.06.2019;02:59;A113;29;1;0;0\r
10.06.2019;02:59;A113;30;1;0;0\r
10.06.2019;02:59;A113;31;1;0;0\r
10.06.2019;02:59;A116;1;1;0;0\r
10.06.2019;02:59;A116;2;1;0;0\r
10.06.2019;02:59;A116;3;1;0;0\r
10.06.2019;02:59;A116;4;1;0;0\r
10.06.2019;02:59;A116;7;1;0;0\r
10.06.2019;02:59;A116;12;1;0;0\r
10.06.2019;02:59;A117;1;1;0;0\r
10.06.2019;02:59;A117;2;1;0;0\r
10.06.2019;02:59;A117;3;1;3;3\r
10.06.2019;02:59;A117;4;1;0;0\r
10.06.2019;02:59;A117;5;1;0;1\r
10.06.2019;02:59;A117;9;1;0;0\r
10.06.2019;02:59;A117;10;1;0;0\r
10.06.2019;02:59;A117;11;1;0;0\r
10.06.2019;02:59;A117;12;1;100;0\r
10.06.2019;02:59;A117;13;1;0;0\r
10.06.2019;02:59;A117;14;1;0;0\r
10.06.2019;02:59;A117;15;1;0;0\r
10.06.2019;02:59;A117;16;1;0;0\r
10.06.2019;02:59;A117;17;1;0;0\r
10.06.2019;02:59;A117;18;1;0;0\r
10.06.2019;02:59;A118;1;1;2;1\r
10.06.2019;02:59;A118;2;1;3;4\r
10.06.2019;02:59;A118;3;1;0;0\r
10.06.2019;02:59;A118;4;1;0;0\r
10.06.2019;02:59;A118;5;1;0;0\r
10.06.2019;02:59;A118;6;1;0;0\r
10.06.2019;02:59;A118;7;1;0;0\r
10.06.2019;02:59;A118;8;1;0;0\r
10.06.2019;02:59;A118;9;1;0;0\r
10.06.2019;02:59;A118;10;1;0;0\r
10.06.2019;02:59;A125;1;1;0;0\r
10.06.2019;02:59;A125;2;1;0;0\r
10.06.2019;02:59;A125;3;1;0;0\r
10.06.2019;02:59;A125;4;1;0;0\r
10.06.2019;02:59;A125;5;1;0;0\r
10.06.2019;02:59;A125;6;1;0;0\r
10.06.2019;02:59;A125;7;1;0;0\r
10.06.2019;02:59;A125;8;1;0;0\r
10.06.2019;02:59;A126;1;1;0;0\r
10.06.2019;02:59;A126;2;1;0;0\r
10.06.2019;02:59;A126;3;1;0;0\r
10.06.2019;02:59;A126;4;1;0;0\r
10.06.2019;02:59;A126;5;1;0;0\r
10.06.2019;02:59;A126;6;1;0;0\r
10.06.2019;02:59;A126;7;1;0;0\r
10.06.2019;02:59;A126;8;1;0;0\r
10.06.2019;02:59;A126;9;1;0;0\r
10.06.2019;02:59;A126;10;1;0;0\r
10.06.2019;02:59;A126;11;1;0;0\r
10.06.2019;02:59;A126;12;1;0;0\r
10.06.2019;02:59;A126;13;1;0;0\r
10.06.2019;02:59;A126;14;1;0;0\r
10.06.2019;02:59;A126;15;1;0;0\r
10.06.2019;02:59;A127;1;1;0;0\r
10.06.2019;02:59;A127;2;1;2;2\r
10.06.2019;02:59;A127;3;1;0;0\r
10.06.2019;02:59;A127;4;1;0;0\r
10.06.2019;02:59;A127;5;1;0;0\r
10.06.2019;02:59;A127;6;1;0;0\r
10.06.2019;02:59;A130;1;1;0;0\r
10.06.2019;02:59;A130;2;1;0;0\r
10.06.2019;02:59;A130;3;1;0;0\r
10.06.2019;02:59;A130;4;1;0;0\r
10.06.2019;02:59;A130;5;1;0;0\r
10.06.2019;02:59;A131;1;1;1;1\r
10.06.2019;02:59;A131;2;1;100;0\r
10.06.2019;02:59;A131;3;1;0;0\r
10.06.2019;02:59;A131;4;1;0;0\r
10.06.2019;02:59;A131;5;1;0;0\r
10.06.2019;02:59;A131;6;1;0;0\r
10.06.2019;02:59;A131;7;1;0;0\r
10.06.2019;02:59;A131;8;1;0;0\r
10.06.2019;02:59;A131;9;1;0;0\r
10.06.2019;02:59;A131;10;1;0;0\r
10.06.2019;02:59;A131;11;1;0;0\r
10.06.2019;02:59;A131;12;1;0;0\r
10.06.2019;02:59;A131;13;1;0;0\r
10.06.2019;02:59;A131;14;1;0;0\r
10.06.2019;02:59;A134;1;1;0;0\r
10.06.2019;02:59;A134;2;1;0;0\r
10.06.2019;02:59;A134;3;1;0;0\r
10.06.2019;02:59;A134;4;1;0;0\r
10.06.2019;02:59;A134;5;1;0;0\r
10.06.2019;02:59;A134;6;1;0;0\r
10.06.2019;02:59;A134;7;1;0;0\r
10.06.2019;02:59;A134;8;1;0;0\r
10.06.2019;02:59;A134;9;1;0;0\r
10.06.2019;02:59;A134;10;1;0;0\r
10.06.2019;02:59;A134;11;1;0;0\r
10.06.2019;02:59;A135;1;1;0;0\r
10.06.2019;02:59;A135;2;1;0;0\r
10.06.2019;02:59;A135;3;1;0;0\r
10.06.2019;02:59;A135;4;1;0;0\r
10.06.2019;02:59;A135;5;1;0;0\r
10.06.2019;02:59;A135;6;1;0;0\r
10.06.2019;02:59;A136;1;1;0;0\r
10.06.2019;02:59;A136;2;1;0;0\r
10.06.2019;02:59;A136;3;1;0;0\r
10.06.2019;02:59;A136;4;1;0;0\r
10.06.2019;02:59;A136;5;1;0;0\r
10.06.2019;02:59;A136;6;1;0;0\r
10.06.2019;02:59;A136;7;1;0;0\r
10.06.2019;02:59;A136;8;1;0;0\r
10.06.2019;02:59;A136;9;1;0;0\r
10.06.2019;02:59;A136;10;1;0;0\r
10.06.2019;02:59;A136;11;1;0;0\r
10.06.2019;02:59;A136;12;1;0;0\r
10.06.2019;02:59;A137;1;1;0;0\r
10.06.2019;02:59;A137;2;1;0;0\r
10.06.2019;02:59;A137;3;1;0;0\r
10.06.2019;02:59;A137;4;1;0;0\r
10.06.2019;02:59;A137;5;1;0;0\r
10.06.2019;02:59;A137;6;1;0;0\r
10.06.2019;02:59;A137;7;1;0;0\r
10.06.2019;02:59;A137;8;1;0;0\r
10.06.2019;02:59;A137;9;1;0;0\r
10.06.2019;02:59;A137;10;1;0;0\r
10.06.2019;02:59;A137;11;1;0;0\r
10.06.2019;02:59;A137;12;1;0;0\r
10.06.2019;02:59;A137;13;1;1;1\r
10.06.2019;02:59;A137;14;1;0;0\r
10.06.2019;02:59;A137;15;1;0;0\r
10.06.2019;02:59;A137;16;1;0;0\r
10.06.2019;02:59;A137;17;1;0;0\r
10.06.2019;02:59;A137;18;1;0;0\r
10.06.2019;02:59;A137;19;1;0;0\r
10.06.2019;02:59;A137;20;1;0;0\r
10.06.2019;02:59;A137;21;1;0;0\r
10.06.2019;02:59;A137;22;1;0;0\r
10.06.2019;02:59;A137;23;1;0;0\r
10.06.2019;02:59;A137;33;1;0;0\r
10.06.2019;02:59;A137;34;1;0;0\r
10.06.2019;02:59;A137;35;1;0;0\r
10.06.2019;02:59;A137;36;1;0;0\r
10.06.2019;02:59;A137;37;1;0;0\r
10.06.2019;02:59;A137;38;1;0;0\r
10.06.2019;02:59;A137;39;1;1;2\r
10.06.2019;02:59;A137;40;1;0;0\r
10.06.2019;02:59;A137;41;1;0;0\r
10.06.2019;02:59;A137;42;1;0;0\r
10.06.2019;02:59;A137;43;1;0;0\r
10.06.2019;02:59;A137;44;1;0;0\r
10.06.2019;02:59;A137;45;1;0;0\r
10.06.2019;02:59;A137;46;1;0;0\r
10.06.2019;02:59;A137;47;1;0;0\r
10.06.2019;02:59;A137;48;1;0;0\r
10.06.2019;02:59;A137;49;1;0;0\r
10.06.2019;02:59;A137;50;1;0;0\r
10.06.2019;02:59;A137;51;1;0;0\r
10.06.2019;02:59;A137;52;1;0;0\r
10.06.2019;02:59;A137;53;1;0;0\r
10.06.2019;02:59;A137;54;1;0;0\r
10.06.2019;02:59;A137;55;1;0;0\r
10.06.2019;02:59;A137;56;1;0;0\r
10.06.2019;02:59;A137;57;1;0;0\r
10.06.2019;02:59;A137;58;1;0;1\r
10.06.2019;02:59;A137;59;1;0;0\r
10.06.2019;02:59;A137;60;1;0;0\r
10.06.2019;02:59;A137;61;1;0;0\r
10.06.2019;02:59;A137;62;1;0;0\r
10.06.2019;02:59;A137;63;1;0;0\r
10.06.2019;02:59;A137;64;1;0;0\r
10.06.2019;02:59;A139;1;1;0;0\r
10.06.2019;02:59;A139;2;1;0;0\r
10.06.2019;02:59;A141;1;1;11;1\r
10.06.2019;02:59;A141;2;1;11;1\r
10.06.2019;02:59;A141;3;1;3;1\r
10.06.2019;02:59;A141;4;1;2;2\r
10.06.2019;02:59;A141;5;1;0;0\r
10.06.2019;02:59;A141;6;1;11;1\r
10.06.2019;02:59;A141;7;1;2;1\r
10.06.2019;02:59;A141;8;1;0;0\r
10.06.2019;02:59;A141;9;1;0;0\r
10.06.2019;02:59;A141;10;1;0;0\r
10.06.2019;02:59;A141;11;1;0;0\r
10.06.2019;02:59;A141;12;1;0;0\r
10.06.2019;02:59;A141;13;1;0;0\r
10.06.2019;02:59;A141;14;1;0;0\r
10.06.2019;02:59;A141;15;1;0;0\r
10.06.2019;02:59;A141;16;1;0;0\r
10.06.2019;02:59;A141;17;1;0;0\r
10.06.2019;02:59;A141;18;1;0;0\r
10.06.2019;02:59;A141;19;1;0;0\r
10.06.2019;02:59;A141;20;1;0;0\r
10.06.2019;02:59;A141;21;1;0;0\r
10.06.2019;02:59;A141;22;1;100;0\r
10.06.2019;02:59;A141;23;1;100;0\r
10.06.2019;02:59;A141;24;1;100;0\r
10.06.2019;02:59;A142;1;1;0;0\r
10.06.2019;02:59;A142;2;1;0;0\r
10.06.2019;02:59;A142;3;1;0;0\r
10.06.2019;02:59;A142;4;1;0;0\r
10.06.2019;02:59;A142;5;1;100;0\r
10.06.2019;02:59;A142;6;1;100;0\r
10.06.2019;02:59;A142;7;1;100;0\r
10.06.2019;02:59;A142;8;1;100;0\r
10.06.2019;02:59;A142;9;1;0;0\r
10.06.2019;02:59;A142;10;1;0;0\r
10.06.2019;02:59;A142;11;1;0;0\r
10.06.2019;02:59;A142;12;1;100;0\r
10.06.2019;02:59;A142;13;1;100;0\r
10.06.2019;02:59;A142;14;1;100;0\r
10.06.2019;02:59;A142;15;1;100;0\r
10.06.2019;02:59;A142;16;1;100;0\r
10.06.2019;02:59;A142;17;1;0;0\r
10.06.2019;02:59;A142;18;1;0;0\r
10.06.2019;02:59;A142;19;1;0;0\r
10.06.2019;02:59;A142;20;1;0;0\r
10.06.2019;02:59;A142;21;1;0;0\r
10.06.2019;02:59;A142;22;1;0;0\r
10.06.2019;02:59;A142;23;1;0;0\r
10.06.2019;02:59;A142;24;1;0;0\r
10.06.2019;02:59;A142;25;1;0;0\r
10.06.2019;02:59;A142;26;1;0;0\r
10.06.2019;02:59;A142;27;1;0;0\r
10.06.2019;02:59;A142;28;1;0;0\r
10.06.2019;02:59;A142;29;1;0;0\r
10.06.2019;02:59;A144;1;1;0;0\r
10.06.2019;02:59;A144;2;1;0;2\r
10.06.2019;02:59;A144;3;1;5;2\r
10.06.2019;02:59;A144;4;1;0;0\r
10.06.2019;02:59;A144;5;1;0;0\r
10.06.2019;02:59;A144;6;1;0;0\r
10.06.2019;02:59;A144;7;1;0;0\r
10.06.2019;02:59;A144;8;1;0;0\r
10.06.2019;02:59;A144;9;1;0;0\r
10.06.2019;02:59;A144;10;1;0;0\r
10.06.2019;02:59;A144;11;1;0;0\r
10.06.2019;02:59;A144;12;1;0;0\r
10.06.2019;02:59;A144;13;1;0;0\r
10.06.2019;02:59;A144;14;1;0;0\r
10.06.2019;02:59;A144;15;1;0;0\r
10.06.2019;02:59;A144;16;1;0;0\r
10.06.2019;02:59;A144;17;1;0;0\r
10.06.2019;02:59;A144;19;1;0;0\r
10.06.2019;02:59;A144;21;1;0;0\r
10.06.2019;02:59;A144;22;1;0;0\r
10.06.2019;02:59;A144;23;1;0;0\r
10.06.2019;02:59;A145;1;1;0;0\r
10.06.2019;02:59;A146;1;1;0;0\r
10.06.2019;02:59;A146;2;1;0;0\r
10.06.2019;02:59;A146;3;1;0;0\r
10.06.2019;02:59;A146;4;1;0;0\r
10.06.2019;02:59;A146;5;1;0;0\r
10.06.2019;02:59;A146;6;1;0;0\r
10.06.2019;02:59;A146;7;1;0;1\r
10.06.2019;02:59;A146;8;1;5;1\r
10.06.2019;02:59;A146;9;1;0;0\r
10.06.2019;02:59;A146;10;1;0;0\r
10.06.2019;02:59;A146;11;1;1;1\r
10.06.2019;02:59;A146;12;1;10;1\r
10.06.2019;02:59;A146;13;1;9;0\r
10.06.2019;02:59;A146;14;1;1;0\r
10.06.2019;02:59;A146;15;1;0;0\r
10.06.2019;02:59;A146;16;1;0;0\r
10.06.2019;02:59;A146;17;1;0;0\r
10.06.2019;02:59;A146;18;1;0;0\r
10.06.2019;02:59;A146;19;1;0;0\r
10.06.2019;02:59;A146;20;1;0;0\r
10.06.2019;02:59;A146;21;1;0;0\r
10.06.2019;02:59;A146;22;1;0;0\r
10.06.2019;02:59;A146;23;1;0;0\r
10.06.2019;02:59;A146;24;1;0;0\r
10.06.2019;02:59;A146;25;1;0;0\r
10.06.2019;02:59;A147;1;1;0;0\r
10.06.2019;02:59;A147;2;1;0;0\r
10.06.2019;02:59;A147;3;1;0;0\r
10.06.2019;02:59;A147;4;1;0;0\r
10.06.2019;02:59;A147;5;1;0;0\r
10.06.2019;02:59;A147;6;1;0;0\r
10.06.2019;02:59;A147;7;1;1;2\r
10.06.2019;02:59;A147;8;1;0;0\r
10.06.2019;02:59;A147;9;1;0;0\r
10.06.2019;02:59;A147;10;1;7;3\r
10.06.2019;02:59;A147;11;1;0;0\r
10.06.2019;02:59;A147;12;1;0;0\r
10.06.2019;02:59;A147;13;1;0;0\r
10.06.2019;02:59;A147;14;1;0;0\r
10.06.2019;02:59;A147;15;1;0;0\r
10.06.2019;02:59;A147;16;1;0;0\r
10.06.2019;02:59;A147;17;1;0;0\r
10.06.2019;02:59;A147;18;1;0;0\r
10.06.2019;02:59;A147;19;1;0;0\r
10.06.2019;02:59;A147;20;1;0;0\r
10.06.2019;02:59;A147;21;1;0;0\r
10.06.2019;02:59;A147;22;1;0;0\r
10.06.2019;02:59;A147;23;1;0;0\r
10.06.2019;02:59;A147;24;1;0;0\r
10.06.2019;02:59;A147;25;1;0;0\r
10.06.2019;02:59;A147;26;1;0;0\r
10.06.2019;02:59;A147;27;1;0;0\r
10.06.2019;02:59;A147;28;1;0;0\r
10.06.2019;02:59;A147;29;1;0;0\r
10.06.2019;02:59;A147;30;1;0;0\r
10.06.2019;02:59;A147;31;1;0;0\r
10.06.2019;02:59;A147;32;1;0;0\r
10.06.2019;02:59;A147;33;1;0;0\r
10.06.2019;02:59;A147;34;1;0;0\r
10.06.2019;02:59;A147;35;1;0;0\r
10.06.2019;02:59;A147;36;1;0;0\r
10.06.2019;02:59;A147;37;1;0;0\r
10.06.2019;02:59;A147;38;1;0;0\r
10.06.2019;02:59;A147;39;1;0;0\r
10.06.2019;02:59;A147;40;1;0;0\r
10.06.2019;02:59;A147;41;1;0;0\r
10.06.2019;02:59;A147;42;1;0;0\r
10.06.2019;02:59;A147;43;1;0;0\r
10.06.2019;02:59;A147;44;1;0;0\r
10.06.2019;02:59;A147;45;1;0;0\r
10.06.2019;02:59;A147;46;1;0;0\r
10.06.2019;02:59;A147;47;1;0;0\r
10.06.2019;02:59;A147;48;1;0;0\r
10.06.2019;02:59;A147;49;1;0;0\r
10.06.2019;02:59;A147;50;1;0;0\r
10.06.2019;02:59;A147;51;1;0;0\r
10.06.2019;02:59;A147;52;1;100;0\r
10.06.2019;02:59;A147;53;1;100;0\r
10.06.2019;02:59;A147;54;1;100;0\r
10.06.2019;02:59;A147;55;1;100;0\r
10.06.2019;02:59;A149;1;1;0;0\r
10.06.2019;02:59;A149;2;1;0;0\r
10.06.2019;02:59;A149;3;1;0;0\r
10.06.2019;02:59;A149;4;1;0;0\r
10.06.2019;02:59;A149;5;1;0;0\r
10.06.2019;02:59;A149;6;1;0;0\r
10.06.2019;02:59;A150;1;1;0;0\r
10.06.2019;02:59;A150;2;1;0;0\r
10.06.2019;02:59;A150;3;1;0;0\r
10.06.2019;02:59;A150;4;1;0;0\r
10.06.2019;02:59;A150;5;1;0;0\r
10.06.2019;02:59;A151;6;1;0;0\r
10.06.2019;02:59;A151;7;1;0;0\r
10.06.2019;02:59;A153;1;1;0;0\r
10.06.2019;02:59;A153;2;1;0;0\r
10.06.2019;02:59;A153;3;1;0;0\r
10.06.2019;02:59;A153;4;1;0;0\r
10.06.2019;02:59;A153;5;1;0;0\r
10.06.2019;02:59;A153;6;1;0;0\r
10.06.2019;02:59;A153;7;1;0;0\r
10.06.2019;02:59;A153;8;1;0;0\r
10.06.2019;02:59;A153;9;1;0;0\r
10.06.2019;02:59;A153;10;1;0;0\r
10.06.2019;02:59;A153;11;1;100;0\r
10.06.2019;02:59;A154;1;1;0;0\r
10.06.2019;02:59;A154;2;1;0;0\r
10.06.2019;02:59;A154;3;1;0;0\r
10.06.2019;02:59;A154;4;1;5;1\r
10.06.2019;02:59;A154;5;1;0;0\r
10.06.2019;02:59;A154;6;1;0;0\r
10.06.2019;02:59;A154;7;1;0;0\r
10.06.2019;02:59;A154;8;1;0;0\r
10.06.2019;02:59;A154;9;1;0;0\r
10.06.2019;02:59;A154;10;1;0;0\r
10.06.2019;02:59;A154;11;1;0;0\r
10.06.2019;02:59;A154;12;1;0;0\r
10.06.2019;02:59;A154;13;1;0;0\r
10.06.2019;02:59;A154;14;1;0;0\r
10.06.2019;02:59;A154;15;1;0;0\r
10.06.2019;02:59;A154;16;1;0;0\r
10.06.2019;02:59;A154;17;1;0;0\r
10.06.2019;02:59;A154;18;1;0;0\r
10.06.2019;02:59;A154;19;1;0;0\r
10.06.2019;02:59;A155;1;1;0;0\r
10.06.2019;02:59;A155;2;1;0;0\r
10.06.2019;02:59;A155;3;1;0;0\r
10.06.2019;02:59;A155;4;1;0;0\r
10.06.2019;02:59;A155;5;1;0;0\r
10.06.2019;02:59;A155;6;1;0;0\r
10.06.2019;02:59;A155;7;1;0;0\r
10.06.2019;02:59;A155;8;1;0;0\r
10.06.2019;02:59;A155;9;1;0;0\r
10.06.2019;02:59;A155;10;1;0;0\r
10.06.2019;02:59;A155;11;1;0;0\r
10.06.2019;02:59;A155;12;1;0;0\r
10.06.2019;02:59;A155;13;1;0;0\r
10.06.2019;02:59;A155;14;1;0;0\r
10.06.2019;02:59;A155;15;1;0;0\r
10.06.2019;02:59;A155;16;1;0;0\r
10.06.2019;02:59;A155;17;1;0;0\r
10.06.2019;02:59;A155;18;1;0;0\r
10.06.2019;02:59;A155;19;1;0;0\r
10.06.2019;02:59;A155;20;1;0;0\r
10.06.2019;02:59;A155;21;1;0;0\r
10.06.2019;02:59;A155;22;1;0;0\r
10.06.2019;02:59;A155;23;1;0;0\r
10.06.2019;02:59;A155;24;1;0;0\r
10.06.2019;02:59;A155;25;1;0;0\r
10.06.2019;02:59;A155;26;1;0;0\r
10.06.2019;02:59;A155;27;1;0;0\r
10.06.2019;02:59;A155;28;1;0;0\r
10.06.2019;02:59;A159;1;1;0;0\r
10.06.2019;02:59;A159;2;1;0;0\r
10.06.2019;02:59;A159;3;1;0;0\r
10.06.2019;02:59;A159;4;1;0;0\r
10.06.2019;02:59;A159;5;1;0;0\r
10.06.2019;02:59;A159;6;1;0;0\r
10.06.2019;02:59;A159;7;1;0;0\r
10.06.2019;02:59;A159;8;1;0;0\r
10.06.2019;02:59;A159;9;1;0;0\r
10.06.2019;02:59;A159;10;1;0;0\r
10.06.2019;02:59;A159;11;1;0;0\r
10.06.2019;02:59;A159;12;1;0;0\r
10.06.2019;02:59;A159;13;1;0;0\r
10.06.2019;02:59;A159;14;1;0;0\r
10.06.2019;02:59;A159;15;1;0;0\r
10.06.2019;02:59;A159;16;1;0;0\r
10.06.2019;02:59;A159;17;1;0;0\r
10.06.2019;02:59;A159;18;1;0;0\r
10.06.2019;02:59;A159;19;1;0;0\r
10.06.2019;02:59;A160;1;1;0;1\r
10.06.2019;02:59;A160;2;1;0;0\r
10.06.2019;02:59;A160;3;1;0;0\r
10.06.2019;02:59;A160;4;1;0;0\r
10.06.2019;02:59;A160;5;1;0;0\r
10.06.2019;02:59;A160;6;1;0;0\r
10.06.2019;02:59;A160;7;1;0;0\r
10.06.2019;02:59;A160;8;1;0;0\r
10.06.2019;02:59;A160;9;1;0;0\r
10.06.2019;02:59;A160;10;1;0;0\r
10.06.2019;02:59;A160;11;1;0;0\r
10.06.2019;02:59;A160;12;1;0;0\r
10.06.2019;02:59;A160;13;1;0;0\r
10.06.2019;02:59;A160;14;1;0;0\r
10.06.2019;02:59;A160;15;1;0;0\r
10.06.2019;02:59;A160;16;1;0;0\r
10.06.2019;02:59;A160;17;1;0;0\r
10.06.2019;02:59;A161;1;1;0;0\r
10.06.2019;02:59;A161;2;1;0;0\r
10.06.2019;02:59;A161;3;1;0;0\r
10.06.2019;02:59;A161;4;1;0;0\r
10.06.2019;02:59;A161;5;1;0;0\r
10.06.2019;02:59;A161;6;1;0;0\r
10.06.2019;02:59;A161;7;1;0;0\r
10.06.2019;02:59;A161;8;1;0;0\r
10.06.2019;02:59;A161;9;1;0;0\r
10.06.2019;02:59;A161;10;1;0;0\r
10.06.2019;02:59;A161;11;1;0;0\r
10.06.2019;02:59;A161;12;1;0;0\r
10.06.2019;02:59;A161;13;1;0;0\r
10.06.2019;02:59;A161;14;1;0;0\r
10.06.2019;02:59;A161;15;1;0;0\r
10.06.2019;02:59;A161;16;1;0;0\r
10.06.2019;02:59;A161;17;1;0;0\r
10.06.2019;02:59;A161;18;1;0;0\r
10.06.2019;02:59;A161;19;1;59;96\r
10.06.2019;02:59;A161;20;1;0;0\r
10.06.2019;02:59;A161;21;1;0;0\r
10.06.2019;02:59;A161;22;1;0;0\r
10.06.2019;02:59;A161;23;1;0;0\r
10.06.2019;02:59;A161;24;1;0;0\r
10.06.2019;02:59;A161;25;1;0;0\r
10.06.2019;02:59;A161;26;1;0;0\r
10.06.2019;02:59;A162;1;1;0;0\r
10.06.2019;02:59;A162;2;1;0;0\r
10.06.2019;02:59;A162;3;1;0;0\r
10.06.2019;02:59;A162;4;1;4;1\r
10.06.2019;02:59;A162;5;1;19;1\r
10.06.2019;02:59;A162;6;1;1;0\r
10.06.2019;02:59;A162;7;1;2;1\r
10.06.2019;02:59;A162;8;1;0;0\r
10.06.2019;02:59;A162;9;1;0;0\r
10.06.2019;02:59;A162;13;1;0;0\r
10.06.2019;02:59;A162;14;1;0;0\r
10.06.2019;02:59;A162;15;1;0;0\r
10.06.2019;02:59;A162;16;1;0;0\r
10.06.2019;02:59;A162;17;1;0;0\r
10.06.2019;02:59;A162;18;1;0;0\r
10.06.2019;02:59;A162;19;1;0;0\r
10.06.2019;02:59;A162;20;1;0;0\r
10.06.2019;02:59;A162;21;1;0;0\r
10.06.2019;02:59;A162;22;1;0;0\r
10.06.2019;02:59;A162;23;1;0;0\r
10.06.2019;02:59;A162;24;1;100;0\r
10.06.2019;02:59;A162;25;1;0;0\r
10.06.2019;02:59;A162;26;1;78;13\r
10.06.2019;02:59;A162;27;1;0;0\r
10.06.2019;02:59;A162;28;1;100;0\r
10.06.2019;02:59;A162;29;1;0;0\r
10.06.2019;02:59;A162;30;1;0;0\r
10.06.2019;02:59;A162;31;1;0;0\r
10.06.2019;02:59;A163;1;1;0;0\r
10.06.2019;02:59;A163;2;1;0;0\r
10.06.2019;02:59;A163;3;1;0;0\r
10.06.2019;02:59;A163;4;1;0;0\r
10.06.2019;02:59;A163;5;1;1;1\r
10.06.2019;02:59;A163;6;1;1;1\r
10.06.2019;02:59;A163;7;1;0;0\r
10.06.2019;02:59;A163;8;1;0;0\r
10.06.2019;02:59;A163;9;1;0;0\r
10.06.2019;02:59;A163;10;1;0;0\r
10.06.2019;02:59;A163;11;1;0;0\r
10.06.2019;02:59;A163;12;1;0;0\r
10.06.2019;02:59;A163;13;1;0;0\r
10.06.2019;02:59;A163;14;1;0;0\r
10.06.2019;02:59;A163;15;1;100;0\r
10.06.2019;02:59;A163;16;1;0;0\r
10.06.2019;02:59;A163;17;1;0;0\r
10.06.2019;02:59;A163;18;1;0;0\r
10.06.2019;02:59;A163;19;1;0;0\r
10.06.2019;02:59;A163;20;1;0;0\r
10.06.2019;02:59;A164;1;1;0;0\r
10.06.2019;02:59;A164;2;1;0;0\r
10.06.2019;02:59;A164;3;1;0;0\r
10.06.2019;02:59;A164;4;1;0;0\r
10.06.2019;02:59;A164;5;1;0;0\r
10.06.2019;02:59;A164;6;1;0;0\r
10.06.2019;02:59;A164;7;1;0;0\r
10.06.2019;02:59;A164;8;1;0;0\r
10.06.2019;02:59;A164;9;1;0;0\r
10.06.2019;02:59;A164;10;1;0;0\r
10.06.2019;02:59;A164;11;1;0;0\r
10.06.2019;02:59;A164;12;1;0;0\r
10.06.2019;02:59;A164;13;1;0;0\r
10.06.2019;02:59;A164;14;1;0;0\r
10.06.2019;02:59;A164;15;1;0;0\r
10.06.2019;02:59;A164;16;1;0;0\r
10.06.2019;02:59;A169;1;1;0;0\r
10.06.2019;02:59;A169;2;1;0;0\r
10.06.2019;02:59;A169;3;1;0;0\r
10.06.2019;02:59;A169;4;1;0;0\r
10.06.2019;02:59;A169;5;1;5;2\r
10.06.2019;02:59;A169;6;1;4;1\r
10.06.2019;02:59;A170;1;1;0;1\r
10.06.2019;02:59;A170;2;1;0;1\r
10.06.2019;02:59;A170;3;1;0;0\r
10.06.2019;02:59;A170;4;1;0;0\r
10.06.2019;02:59;A170;5;1;0;0\r
10.06.2019;02:59;A170;6;1;0;0\r
10.06.2019;02:59;A170;7;1;0;0\r
10.06.2019;02:59;A170;8;1;0;0\r
10.06.2019;02:59;A170;9;1;0;0\r
10.06.2019;02:59;A170;10;1;0;0\r
10.06.2019;02:59;A170;11;1;0;1\r
10.06.2019;02:59;A170;12;1;0;1\r
10.06.2019;02:59;A170;13;1;0;0\r
10.06.2019;02:59;A170;14;1;0;0\r
10.06.2019;02:59;A170;15;1;0;0\r
10.06.2019;02:59;A170;16;1;0;0\r
10.06.2019;02:59;A170;17;1;0;0\r
10.06.2019;02:59;A170;18;1;0;0\r
10.06.2019;02:59;A170;19;1;0;0\r
10.06.2019;02:59;A170;20;1;0;0\r
10.06.2019;02:59;A170;21;1;0;0\r
10.06.2019;02:59;A170;22;1;0;0\r
10.06.2019;02:59;A170;23;1;0;0\r
10.06.2019;02:59;A170;24;1;0;0\r
10.06.2019;02:59;A171;1;1;0;0\r
10.06.2019;02:59;A171;2;1;0;0\r
10.06.2019;02:59;A171;3;1;0;0\r
10.06.2019;02:59;A171;4;1;0;0\r
10.06.2019;02:59;A172;1;1;0;0\r
10.06.2019;02:59;A172;2;1;0;0\r
10.06.2019;02:59;A172;3;1;0;0\r
10.06.2019;02:59;A172;4;1;0;0\r
10.06.2019;02:59;A172;5;1;0;0\r
10.06.2019;02:59;A172;6;1;0;0\r
10.06.2019;02:59;A172;7;1;0;0\r
10.06.2019;02:59;A172;8;1;0;0\r
10.06.2019;02:59;A172;9;1;0;0\r
10.06.2019;02:59;A172;10;1;0;0\r
